cliente_id,data_referencia,segmento,perfil_investidor,possui_app_ativo,total_transacionado_30d,total_saida_30d,ticket_medio_saida_30d,qtd_pix_30d,qtd_investimentos_30d,qtd_transacoes_30d,dias_desde_ultima_movimentacao,numero_tickets,numero_escalonamentos,media_satisfacao,media_tempo_resolucao,proxy_uso_digital
CLI000024,2026-03-31,alta_renda,moderado,1,840954.75,484269.15,9495.473529411765,32,20,84,0,7,3,3.75,16.66,0.2857142857142857
CLI000025,2026-03-31,alta_renda,moderado,1,0,0,0,0,0,0,,7,1,5.0,35.84,0.42857142857142855
CLI000026,2026-03-31,alta_renda,conservador,1,0,0,0,0,0,0,,4,2,3.6666666666666665,13.1,0.5
CLI000027,2026-03-31,private,arrojado,1,0,0,0,0,0,0,,6,3,3.0,26.7,0.5
CLI000028,2026-03-31,empreendedor,moderado,0,377078.76,223819.33,2833.156075949367,45,17,121,0,4,2,3.0,36.53333333333333,1.0
CLI000029,2026-03-31,alta_renda,conservador,1,0,0,0,0,0,0,,4,3,4.5,22.766666666666666,0.75
CLI000030,2026-03-31,varejo,conservador,1,0,0,0,0,0,0,,4,1,0,22.0,0.5
CLI000031,2026-03-31,alta_renda,moderado,1,0,0,0,0,0,0,,2,1,5.0,53.8,1.0
CLI000032,2026-03-31,varejo,conservador,0,0,0,0,0,0,0,,4,2,3.0,12.933333333333332,0.25
CLI000033,2026-03-31,alta_renda,conservador,1,0,0,0,0,0,0,,4,3,4.0,29.5,0.5
CLI000034,2026-03-31,alta_renda,conservador,1,0,0,0,0,0,0,,3,3,3.0,5.4,0.6666666666666666
CLI000035,2026-03-31,varejo,arrojado,1,0,0,0,0,0,0,,6,4,4.0,25.2,0.3333333333333333
CLI000036,2026-03-31,alta_renda,moderado,0,0,0,0,0,0,0,,1,1,4.0,27.4,0.0
CLI000037,2026-03-31,alta_renda,conservador,1,0,0,0,0,0,0,,1,1,0,26.8,1.0
CLI000038,2026-03-31,varejo,conservador,1,0,0,0,0,0,0,,3,2,3.0,16.433333333333334,0.3333333333333333
CLI000039,2026-03-31,alta_renda,conservador,0,0,0,0,0,0,0,,3,1,4.0,38.7,0.3333333333333333
CLI000040,2026-03-31,alta_renda,moderado,1,0,0,0,0,0,0,,5,2,3.75,22.36,0.4
CLI000041,2026-03-31,varejo,conservador,1,0,0,0,0,0,0,,4,2,2.0,13.95,0.75
CLI000042,2026-03-31,alta_renda,arrojado,1,619273.65,327965.26,7288.116888888889,32,17,80,0,2,1,0,0,0.5
CLI000043,2026-03-31,private,moderado,1,0,0,0,0,0,0,,1,1,2.0,4.0,0.0
CLI000044,2026-03-31,varejo,conservador,0,0,0,0,0,0,0,,4,3,4.333333333333333,20.900000000000002,0.5
CLI000045,2026-03-31,varejo,moderado,1,0,0,0,0,0,0,,5,2,4.5,42.699999999999996,0.6
CLI000046,2026-03-31,alta_renda,arrojado,1,0,0,0,0,0,0,,2,0,2.5,30.4,0.5
CLI000047,2026-03-31,alta_renda,moderado,1,0,0,0,0,0,0,,2,1,5.0,31.6,0.5
CLI000048,2026-03-31,alta_renda,conservador,1,0,0,0,0,0,0,,4,3,4.5,31.13333333333333,0.5
CLI000049,2026-03-31,alta_renda,moderado,1,0,0,0,0,0,0,,4,2,5.0,19.150000000000002,0.25
CLI000050,2026-03-31,alta_renda,conservador,1,236999.52,144226.27,6009.4279166666665,11,4,38,0,5,2,3.6666666666666665,20.6,0.4
CLI000051,2026-03-31,alta_renda,conservador,1,0,0,0,0,0,0,,3,1,3.0,9.05,0.0
CLI000052,2026-03-31,alta_renda,arrojado,1,0,0,0,0,0,0,,5,2,3.3333333333333335,25.025,0.4
CLI000053,2026-03-31,varejo,conservador,1,35720.45,22449.79,1020.445,5,6,35,0,2,0,2.5,78.65,0.5
CLI000054,2026-03-31,empreendedor,moderado,1,0,0,0,0,0,0,,5,3,4.0,17.900000000000002,0.4
CLI000055,2026-03-31,alta_renda,moderado,1,0,0,0,0,0,0,,6,1,3.3333333333333335,30.160000000000004,0.3333333333333333
CLI000056,2026-03-31,alta_renda,conservador,0,0,0,0,0,0,0,,2,0,0,0,1.0
CLI000057,2026-03-31,alta_renda,moderado,1,0,0,0,0,0,0,,2,1,5.0,13.5,0.0
CLI000058,2026-03-31,varejo,moderado,1,0,0,0,0,0,0,,4,1,3.0,23.733333333333334,1.0
CLI000059,2026-03-31,alta_renda,conservador,1,0,0,0,0,0,0,,4,1,3.0,30.75,0.75
CLI000060,2026-03-31,alta_renda,moderado,1,0,0,0,0,0,0,,3,3,3.5,9.4,0.6666666666666666
CLI000061,2026-03-31,alta_renda,arrojado,1,0,0,0,0,0,0,,4,2,5.0,22.566666666666666,0.25
CLI000062,2026-03-31,varejo,moderado,1,0,0,0,0,0,0,,5,3,3.75,37.725,0.2
CLI000063,2026-03-31,alta_renda,conservador,0,0,0,0,0,0,0,,7,2,4.25,44.800000000000004,0.2857142857142857
CLI000064,2026-03-31,alta_renda,moderado,1,309429.4,167044.9,4640.136111111111,31,15,69,3,6,3,4.5,18.32,0.3333333333333333
CLI000065,2026-03-31,alta_renda,conservador,1,0,0,0,0,0,0,,3,2,0,15.65,0.6666666666666666
CLI000066,2026-03-31,alta_renda,moderado,1,0,0,0,0,0,0,,2,1,5.0,30.25,1.0
CLI000067,2026-03-31,alta_renda,conservador,1,473338.25,256497.26,5457.388510638298,39,12,87,0,3,3,2.5,24.799999999999997,0.0
CLI000068,2026-03-31,alta_renda,arrojado,1,0,0,0,0,0,0,,4,2,4.0,18.599999999999998,0.5
CLI000069,2026-03-31,alta_renda,moderado,1,0,0,0,0,0,0,,7,4,4.5,24.740000000000002,0.7142857142857143
CLI000070,2026-03-31,varejo,moderado,1,0,0,0,0,0,0,,4,2,3.5,33.65,0.75
CLI000071,2026-03-31,alta_renda,conservador,1,0,0,0,0,0,0,,3,3,4.0,19.0,0.6666666666666666
CLI000072,2026-03-31,varejo,conservador,0,0,0,0,0,0,0,,4,2,5.0,55.2,0.25
CLI000073,2026-03-31,varejo,conservador,1,0,0,0,0,0,0,,4,2,3.6666666666666665,42.9,0.5
CLI000074,2026-03-31,alta_renda,arrojado,0,0,0,0,0,0,0,,2,1,0,0,1.0
CLI000075,2026-03-31,alta_renda,arrojado,1,0,0,0,0,0,0,,4,2,3.5,23.2,0.5
CLI000076,2026-03-31,varejo,arrojado,1,0,0,0,0,0,0,,5,2,4.5,31.7,0.4
CLI000077,2026-03-31,alta_renda,conservador,0,0,0,0,0,0,0,,4,2,4.0,30.225,0.5
CLI000078,2026-03-31,alta_renda,moderado,1,283955.52,232914.23,10126.705652173914,9,3,30,0,3,2,0,3.0,0.6666666666666666
CLI000079,2026-03-31,empreendedor,conservador,1,0,0,0,0,0,0,,3,0,0,40.1,0.6666666666666666
CLI000080,2026-03-31,empreendedor,moderado,1,0,0,0,0,0,0,,1,1,0,0,0.0
CLI000081,2026-03-31,varejo,conservador,1,0,0,0,0,0,0,,3,2,0,34.5,0.6666666666666666
CLI000082,2026-03-31,empreendedor,moderado,1,0,0,0,0,0,0,,4,1,5.0,71.9,0.0
CLI000083,2026-03-31,alta_renda,moderado,1,0,0,0,0,0,0,,3,2,5.0,22.55,0.3333333333333333
CLI000084,2026-03-31,varejo,conservador,1,0,0,0,0,0,0,,3,2,3.3333333333333335,21.7,0.3333333333333333
CLI000085,2026-03-31,varejo,moderado,0,0,0,0,0,0,0,,5,3,4.25,27.299999999999997,0.4
CLI000086,2026-03-31,alta_renda,conservador,1,1468247.69,769552.19,10993.602714285713,46,9,122,0,5,2,3.5,23.025,0.4
CLI000087,2026-03-31,alta_renda,conservador,0,0,0,0,0,0,0,,3,1,4.5,38.733333333333334,0.6666666666666666
CLI000088,2026-03-31,varejo,moderado,1,0,0,0,0,0,0,,4,3,4.0,6.7,0.75
CLI000089,2026-03-31,varejo,moderado,1,0,0,0,0,0,0,,6,3,3.0,15.319999999999999,0.8333333333333334
CLI000090,2026-03-31,alta_renda,conservador,1,0,0,0,0,0,0,,1,1,3.0,16.8,1.0
CLI000091,2026-03-31,empreendedor,moderado,1,0,0,0,0,0,0,,0,0,0,0,1.0
CLI000092,2026-03-31,empreendedor,conservador,1,0,0,0,0,0,0,,4,1,3.0,22.05,0.25
CLI000093,2026-03-31,varejo,moderado,1,0,0,0,0,0,0,,1,0,0,36.3,1.0
CLI000094,2026-03-31,alta_renda,conservador,1,0,0,0,0,0,0,,3,2,5.0,19.35,0.6666666666666666
CLI000095,2026-03-31,alta_renda,conservador,1,0,0,0,0,0,0,,10,8,4.142857142857143,21.537499999999998,0.7
CLI000096,2026-03-31,alta_renda,arrojado,1,0,0,0,0,0,0,,5,2,4.25,49.8,0.6
CLI000097,2026-03-31,alta_renda,conservador,0,0,0,0,0,0,0,,2,0,2.0,61.1,0.0
CLI000098,2026-03-31,varejo,conservador,0,0,0,0,0,0,0,,3,2,5.0,39.55,0.6666666666666666
CLI000099,2026-03-31,varejo,conservador,1,0,0,0,0,0,0,,1,0,4.0,1.2,0.0
CLI000100,2026-03-31,alta_renda,moderado,1,664419.4400000001,411764.55,9150.323333333334,24,20,68,0,2,1,4.0,27.599999999999998,0.0
CLI000101,2026-03-31,alta_renda,moderado,0,0,0,0,0,0,0,,4,1,4.0,39.9,1.0
CLI000102,2026-03-31,alta_renda,moderado,1,0,0,0,0,0,0,,4,3,0,16.65,0.75
CLI000103,2026-03-31,alta_renda,moderado,0,0,0,0,0,0,0,,4,4,3.3333333333333335,19.433333333333334,0.25
CLI000104,2026-03-31,alta_renda,conservador,1,0,0,0,0,0,0,,9,8,3.875,21.07777777777778,0.6666666666666666
CLI000105,2026-03-31,alta_renda,moderado,1,0,0,0,0,0,0,,3,2,4.0,30.75,0.6666666666666666
CLI000106,2026-03-31,alta_renda,arrojado,1,628666.92,389363.6,8111.741666666666,25,23,76,0,4,2,3.75,5.875,0.5
CLI000107,2026-03-31,alta_renda,conservador,1,0,0,0,0,0,0,,2,1,3.5,13.950000000000001,0.5
CLI000108,2026-03-31,alta_renda,moderado,1,0,0,0,0,0,0,,5,3,3.75,14.775,0.8
CLI000109,2026-03-31,alta_renda,conservador,1,0,0,0,0,0,0,,3,2,3.0,4.95,0.6666666666666666
CLI000110,2026-03-31,alta_renda,moderado,1,822721.77,452993.44,7190.372063492064,38,6,109,0,4,3,4.0,21.275,0.25
CLI000111,2026-03-31,alta_renda,moderado,0,0,0,0,0,0,0,,5,2,3.6666666666666665,28.525000000000002,0.4
CLI000112,2026-03-31,alta_renda,arrojado,1,0,0,0,0,0,0,,7,4,4.75,20.816666666666666,0.2857142857142857
CLI000113,2026-03-31,alta_renda,moderado,1,481695.26,228827.19,6184.518648648649,24,4,67,0,4,1,4.5,35.23333333333333,0.5
CLI000114,2026-03-31,alta_renda,conservador,1,0,0,0,0,0,0,,3,0,3.0,27.833333333333332,0.3333333333333333
CLI000115,2026-03-31,alta_renda,conservador,1,0,0,0,0,0,0,,2,1,4.0,90.3,1.0
CLI000116,2026-03-31,alta_renda,conservador,1,0,0,0,0,0,0,,3,1,3.3333333333333335,21.5,0.3333333333333333
CLI000117,2026-03-31,alta_renda,moderado,1,0,0,0,0,0,0,,2,2,0,16.0,1.0
CLI000118,2026-03-31,alta_renda,conservador,1,0,0,0,0,0,0,,1,0,5.0,2.2,1.0
CLI000119,2026-03-31,alta_renda,moderado,1,0,0,0,0,0,0,,1,1,0,2.4,0.0
CLI000120,2026-03-31,alta_renda,conservador,1,0,0,0,0,0,0,,5,3,4.0,21.375,0.6
CLI000121,2026-03-31,alta_renda,conservador,1,0,0,0,0,0,0,,2,2,4.0,30.2,1.0
CLI000122,2026-03-31,varejo,conservador,1,0,0,0,0,0,0,,4,3,5.0,34.9,0.5
CLI000123,2026-03-31,varejo,conservador,1,0,0,0,0,0,0,,2,2,0,0,1.0
CLI000124,2026-03-31,alta_renda,conservador,1,0,0,0,0,0,0,,5,4,4.5,20.66,0.4
CLI000125,2026-03-31,varejo,moderado,1,145706.32,61578.340000000004,3622.2552941176473,11,16,34,0,2,1,4.0,32.15,0.0
CLI000126,2026-03-31,alta_renda,moderado,1,0,0,0,0,0,0,,9,4,3.75,18.744444444444444,0.3333333333333333
CLI000127,2026-03-31,alta_renda,moderado,1,0,0,0,0,0,0,,8,4,3.6,33.371428571428574,0.5
CLI000128,2026-03-31,varejo,arrojado,1,32606.43,20665.41,898.4960869565217,11,7,33,0,5,1,4.666666666666667,21.75,0.4
CLI000129,2026-03-31,empreendedor,conservador,0,40197.64,22181.99,964.434347826087,12,6,37,0,7,4,5.0,29.72,0.42857142857142855
CLI000130,2026-03-31,varejo,moderado,0,0,0,0,0,0,0,,5,3,4.5,28.099999999999998,0.6
CLI000131,2026-03-31,alta_renda,arrojado,1,0,0,0,0,0,0,,4,2,4.0,36.15,1.0
CLI000132,2026-03-31,alta_renda,conservador,1,0,0,0,0,0,0,,5,3,4.0,12.825000000000001,0.8
CLI000133,2026-03-31,alta_renda,arrojado,1,0,0,0,0,0,0,,1,0,5.0,63.0,0.0
CLI000134,2026-03-31,alta_renda,conservador,0,1492665.09,873646.72,12661.546666666667,45,41,128,0,3,1,5.0,26.650000000000002,1.0
CLI000135,2026-03-31,private,conservador,0,0,0,0,0,0,0,,3,2,4.0,42.349999999999994,0.6666666666666666
CLI000136,2026-03-31,alta_renda,moderado,1,0,0,0,0,0,0,,2,2,3.5,3.6,1.0
CLI000137,2026-03-31,varejo,moderado,1,0,0,0,0,0,0,,3,1,4.0,15.633333333333333,0.3333333333333333
CLI000138,2026-03-31,varejo,moderado,1,0,0,0,0,0,0,,8,4,4.5,40.875,0.625
CLI000139,2026-03-31,varejo,arrojado,1,0,0,0,0,0,0,,7,2,3.6666666666666665,41.65,0.42857142857142855
CLI000140,2026-03-31,varejo,moderado,1,0,0,0,0,0,0,,7,2,3.5,37.7,0.2857142857142857
CLI000141,2026-03-31,alta_renda,moderado,1,0,0,0,0,0,0,,4,0,4.0,38.1,0.75
CLI000142,2026-03-31,varejo,conservador,0,162371.33,111795.35,3855.0120689655173,16,4,42,0,3,1,5.0,39.35,0.6666666666666666
CLI000143,2026-03-31,alta_renda,conservador,1,0,0,0,0,0,0,,5,1,3.5,21.8,0.6
CLI000144,2026-03-31,alta_renda,conservador,0,0,0,0,0,0,0,,5,3,4.333333333333333,13.225,0.6
CLI000145,2026-03-31,alta_renda,conservador,0,0,0,0,0,0,0,,4,1,4.0,43.75,0.25
CLI000146,2026-03-31,alta_renda,conservador,0,0,0,0,0,0,0,,2,1,3.5,28.9,0.0
CLI000147,2026-03-31,alta_renda,conservador,1,0,0,0,0,0,0,,3,0,0,34.36666666666667,0.6666666666666666
CLI000148,2026-03-31,alta_renda,conservador,0,217603.13,128274.83,5130.9932,14,7,43,0,5,0,0,59.199999999999996,0.8
CLI000149,2026-03-31,empreendedor,conservador,1,0,0,0,0,0,0,,7,4,4.5,21.04,0.2857142857142857
CLI000150,2026-03-31,varejo,moderado,0,0,0,0,0,0,0,,1,0,0,0,1.0
CLI000151,2026-03-31,alta_renda,conservador,1,550782.02,286005.04,4468.82875,40,18,103,0,4,2,5.0,36.5,0.5
CLI000152,2026-03-31,alta_renda,arrojado,1,147070.99,28105.35,2810.535,14,11,29,0,6,0,4.25,28.975,0.6666666666666666
CLI000153,2026-03-31,alta_renda,moderado,1,0,0,0,0,0,0,,3,2,5.0,22.2,0.6666666666666666
CLI000154,2026-03-31,varejo,arrojado,1,0,0,0,0,0,0,,1,0,4.0,15.6,0.0
CLI000155,2026-03-31,empreendedor,conservador,0,119201.86,59460.590000000004,1292.6215217391305,22,8,79,0,2,1,3.0,84.2,0.5
CLI000156,2026-03-31,alta_renda,moderado,1,0,0,0,0,0,0,,3,0,4.0,35.9,0.3333333333333333
CLI000157,2026-03-31,alta_renda,conservador,0,0,0,0,0,0,0,,7,2,3.3333333333333335,33.3,0.7142857142857143
CLI000158,2026-03-31,varejo,moderado,1,0,0,0,0,0,0,,3,1,5.0,29.799999999999997,0.6666666666666666
CLI000159,2026-03-31,varejo,moderado,1,0,0,0,0,0,0,,3,1,3.0,51.699999999999996,0.3333333333333333
CLI000160,2026-03-31,alta_renda,moderado,1,0,0,0,0,0,0,,0,0,0,0,1.0
CLI000161,2026-03-31,alta_renda,moderado,1,0,0,0,0,0,0,,3,1,3.0,16.900000000000002,1.0
CLI000162,2026-03-31,alta_renda,moderado,1,0,0,0,0,0,0,,2,2,2.0,15.2,0.5
CLI000163,2026-03-31,varejo,moderado,1,0,0,0,0,0,0,,3,2,4.0,11.3,0.0
CLI000164,2026-03-31,alta_renda,moderado,1,1154501.78,713901.77,9518.690266666667,51,9,114,0,4,2,2.6666666666666665,19.466666666666665,0.25
CLI000165,2026-03-31,alta_renda,conservador,1,0,0,0,0,0,0,,5,3,4.0,8.6,0.6
CLI000166,2026-03-31,private,moderado,1,0,0,0,0,0,0,,0,0,0,0,1.0
CLI000167,2026-03-31,alta_renda,conservador,0,242206.64,132123.32,8808.221333333333,12,0,29,0,1,1,0,0,0.0
CLI000168,2026-03-31,empreendedor,conservador,0,0,0,0,0,0,0,,4,2,3.0,17.033333333333335,0.75
CLI000169,2026-03-31,alta_renda,moderado,1,0,0,0,0,0,0,,2,1,4.5,23.700000000000003,0.5
CLI000170,2026-03-31,alta_renda,conservador,1,388567.0,236849.91,7894.997,19,2,46,10,4,3,4.0,17.266666666666666,0.5
CLI000171,2026-03-31,alta_renda,conservador,0,0,0,0,0,0,0,,4,1,4.0,27.75,0.75
CLI000172,2026-03-31,varejo,moderado,1,0,0,0,0,0,0,,5,3,4.0,14.9,0.4
CLI000173,2026-03-31,alta_renda,conservador,0,0,0,0,0,0,0,,1,0,4.0,92.6,0.0
CLI000174,2026-03-31,alta_renda,moderado,0,121860.48,83094.24,4616.346666666667,12,2,29,0,1,0,0,8.2,1.0
CLI000175,2026-03-31,varejo,arrojado,1,0,0,0,0,0,0,,2,1,0,73.0,0.5
CLI000176,2026-03-31,varejo,arrojado,1,0,0,0,0,0,0,,6,3,4.0,10.325000000000001,0.8333333333333334
CLI000177,2026-03-31,alta_renda,conservador,1,0,0,0,0,0,0,,3,2,4.5,9.533333333333333,0.3333333333333333
CLI000178,2026-03-31,alta_renda,moderado,1,325043.41,162230.03,9012.779444444444,8,7,34,0,7,3,0,42.9,0.42857142857142855
CLI000179,2026-03-31,alta_renda,moderado,1,0,0,0,0,0,0,,1,0,3.0,26.7,1.0
CLI000180,2026-03-31,varejo,moderado,1,0,0,0,0,0,0,,5,2,4.333333333333333,36.64,0.6
CLI000181,2026-03-31,varejo,moderado,1,0,0,0,0,0,0,,5,1,3.6666666666666665,26.566666666666666,0.8
CLI000182,2026-03-31,varejo,conservador,1,0,0,0,0,0,0,,4,1,0,47.25,0.5
CLI000183,2026-03-31,varejo,conservador,1,0,0,0,0,0,0,,2,0,5.0,23.55,0.5
CLI000184,2026-03-31,alta_renda,moderado,1,0,0,0,0,0,0,,12,4,3.4,32.300000000000004,0.08333333333333333
CLI000185,2026-03-31,varejo,arrojado,1,0,0,0,0,0,0,,1,0,5.0,69.8,1.0
CLI000186,2026-03-31,alta_renda,conservador,1,0,0,0,0,0,0,,7,4,3.5,20.78,0.7142857142857143
CLI000187,2026-03-31,alta_renda,moderado,1,0,0,0,0,0,0,,3,0,3.6666666666666665,31.566666666666666,0.6666666666666666
CLI000188,2026-03-31,alta_renda,arrojado,1,0,0,0,0,0,0,,2,0,3.0,23.2,0.0
CLI000189,2026-03-31,varejo,moderado,1,0,0,0,0,0,0,,3,2,4.5,45.650000000000006,0.6666666666666666
CLI000190,2026-03-31,alta_renda,conservador,0,0,0,0,0,0,0,,2,1,0,0,0.5
CLI000191,2026-03-31,private,arrojado,1,0,0,0,0,0,0,,3,1,4.0,46.9,0.3333333333333333
CLI000192,2026-03-31,alta_renda,moderado,0,0,0,0,0,0,0,,3,1,4.5,33.8,0.6666666666666666
CLI000193,2026-03-31,varejo,arrojado,1,229645.97,146814.35,4448.919696969697,19,7,49,0,5,4,3.6666666666666665,13.4,0.8
CLI000194,2026-03-31,alta_renda,moderado,1,0,0,0,0,0,0,,3,1,3.5,52.8,1.0
CLI000195,2026-03-31,alta_renda,moderado,1,553214.18,271964.03,6633.269024390244,28,7,74,0,2,0,4.0,30.9,0.0
CLI000196,2026-03-31,varejo,conservador,1,58031.57,31781.84,1765.6577777777777,10,4,33,0,5,3,3.5,17.55,0.4
CLI000197,2026-03-31,alta_renda,moderado,0,392354.33,229309.87,4679.7932653061225,26,25,79,0,4,3,2.0,20.8,0.5
CLI000198,2026-03-31,alta_renda,moderado,1,0,0,0,0,0,0,,4,2,5.0,23.666666666666668,0.5
CLI000199,2026-03-31,alta_renda,moderado,1,0,0,0,0,0,0,,3,0,2.0,86.85,0.6666666666666666
CLI000200,2026-03-31,alta_renda,moderado,1,0,0,0,0,0,0,,4,2,4.0,16.166666666666668,0.5
CLI000201,2026-03-31,alta_renda,conservador,0,0,0,0,0,0,0,,2,0,4.0,51.15,0.5
CLI000202,2026-03-31,alta_renda,arrojado,1,0,0,0,0,0,0,,3,2,3.0,14.866666666666667,1.0
CLI000203,2026-03-31,alta_renda,conservador,1,0,0,0,0,0,0,,3,1,3.0,43.1,0.6666666666666666
CLI000204,2026-03-31,varejo,conservador,1,0,0,0,0,0,0,,2,1,2.0,74.2,0.0
CLI000205,2026-03-31,alta_renda,conservador,0,0,0,0,0,0,0,,6,2,5.0,21.3,0.3333333333333333
CLI000206,2026-03-31,varejo,moderado,1,101509.61,60313.8,1096.6145454545456,42,2,91,0,8,2,4.0,26.833333333333332,0.5
CLI000207,2026-03-31,varejo,arrojado,1,0,0,0,0,0,0,,1,0,0,0,1.0
CLI000208,2026-03-31,varejo,arrojado,1,0,0,0,0,0,0,,6,3,4.0,25.42,0.5
CLI000209,2026-03-31,alta_renda,moderado,1,0,0,0,0,0,0,,3,0,5.0,45.23333333333333,0.6666666666666666
CLI000210,2026-03-31,alta_renda,conservador,1,0,0,0,0,0,0,,8,4,4.166666666666667,13.414285714285713,0.375
CLI000211,2026-03-31,alta_renda,conservador,1,0,0,0,0,0,0,,1,1,4.0,10.9,0.0
CLI000212,2026-03-31,alta_renda,moderado,1,0,0,0,0,0,0,,3,1,4.5,31.933333333333334,0.6666666666666666
CLI000213,2026-03-31,alta_renda,conservador,1,0,0,0,0,0,0,,3,2,4.0,16.3,1.0
CLI000214,2026-03-31,alta_renda,arrojado,1,0,0,0,0,0,0,,0,0,0,0,1.0
CLI000215,2026-03-31,varejo,moderado,1,0,0,0,0,0,0,,1,0,4.0,37.8,1.0
CLI000216,2026-03-31,alta_renda,moderado,1,0,0,0,0,0,0,,3,2,4.0,16.133333333333333,0.6666666666666666
CLI000217,2026-03-31,alta_renda,moderado,1,0,0,0,0,0,0,,3,1,4.0,41.55,0.3333333333333333
CLI000218,2026-03-31,alta_renda,moderado,1,0,0,0,0,0,0,,3,2,3.0,2.75,0.3333333333333333
CLI000219,2026-03-31,alta_renda,arrojado,1,0,0,0,0,0,0,,2,0,2.5,40.15,1.0
CLI000220,2026-03-31,alta_renda,moderado,1,0,0,0,0,0,0,,3,2,4.0,17.033333333333335,0.3333333333333333
CLI000221,2026-03-31,varejo,conservador,1,45254.25,22856.89,1202.9942105263158,16,5,38,0,2,0,0,41.7,0.0
CLI000222,2026-03-31,alta_renda,arrojado,1,0,0,0,0,0,0,,4,1,4.0,32.7,0.75
CLI000223,2026-03-31,alta_renda,moderado,1,0,0,0,0,0,0,,1,0,2.0,73.3,0.0
CLI000224,2026-03-31,alta_renda,moderado,1,0,0,0,0,0,0,,5,2,5.0,12.200000000000001,0.6
CLI000225,2026-03-31,alta_renda,moderado,1,0,0,0,0,0,0,,4,3,2.75,1.725,0.75
CLI000226,2026-03-31,alta_renda,conservador,1,0,0,0,0,0,0,,2,0,5.0,36.9,0.5
CLI000227,2026-03-31,alta_renda,moderado,1,0,0,0,0,0,0,,3,2,4.0,12.5,0.6666666666666666
CLI000228,2026-03-31,varejo,moderado,1,0,0,0,0,0,0,,4,2,3.75,27.3,0.25
CLI000229,2026-03-31,varejo,moderado,1,0,0,0,0,0,0,,4,1,4.0,39.525,0.25
CLI000230,2026-03-31,alta_renda,conservador,0,0,0,0,0,0,0,,3,3,0,21.900000000000002,1.0
CLI000231,2026-03-31,empreendedor,conservador,1,0,0,0,0,0,0,,8,4,3.75,33.4875,0.5
CLI000232,2026-03-31,alta_renda,arrojado,1,0,0,0,0,0,0,,5,1,4.0,11.95,0.6
CLI000233,2026-03-31,alta_renda,conservador,1,0,0,0,0,0,0,,6,1,3.0,35.32,0.16666666666666666
CLI000234,2026-03-31,alta_renda,moderado,1,572473.37,386049.98,6893.749642857142,25,20,82,0,4,2,3.6666666666666665,33.525,0.5
